T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Architecture,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
⭕,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/loyal-piano-m7"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/loyal-piano-m7</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__loyal-piano-m7"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.85,66.72,85.03,64.43,60.03,79.08,56.71,27.92,instruction-tuned,MistralForCausalLM,torch.float16,cc-by-nc-4.0,7.24,0.0,True,d74ae6cb13325e0f81797ee33c07f0e234a2caa4,chargoddard/loyal-piano-m7
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B-v1.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B-v1.1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B-v1.1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.84,70.05,87.12,70.34,57.84,83.66,31.84,39.02,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,7.0,True,05a13f6adfe95a713dff04dc2eaa214c77c2512a,migtissera/Synthia-70B-v1.1
🔶,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-1-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-1-7B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__OpenHermes-2.5-neural-chat-7b-v3-1-7B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.81,66.55,84.47,63.34,61.22,78.37,53.07,32.66,fine-tuned,MistralForCausalLM,torch.bfloat16,apache-2.0,7.24,1.0,True,2e72eb3999108b7a9c7d0d0c6b8d81ad3470f1f5,Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-1-7B
🔶,"<a target=""_blank"" href=""https://huggingface.co/uni-tianyan/Uni-TianYan"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uni-tianyan/Uni-TianYan</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uni-tianyan__Uni-TianYan"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.78,72.1,87.4,69.91,65.81,82.32,22.14,39.79,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,48.0,True,46b78b9a10e78283e59c28b56cb59c2f33b0816a,uni-tianyan/Uni-TianYan
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-llama-65b-v8-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-llama-65b-v8-bf16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-llama-65b-v8-bf16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.62,62.8,83.6,62.01,55.09,79.95,43.37,51.5,fine-tuned,LlamaForCausalLM,torch.bfloat16,?,65.07,8.0,True,445b77821fac8e6cfb77d0399fb827400b5bb71e,OpenBuddy/openbuddy-llama-65b-v8-bf16
🟦,"<a target=""_blank"" href=""https://huggingface.co/openaccess-ai-collective/openhermes-2_5-dpo-no-robots"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openaccess-ai-collective/openhermes-2_5-dpo-no-robots</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openaccess-ai-collective__openhermes-2_5-dpo-no-robots"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.16,64.93,84.3,63.86,52.12,77.9,55.27,36.72,RL-tuned,MistralForCausalLM,torch.bfloat16,apache-2.0,0.0,0.0,True,bee345f7da9816e459846b6bc3dbea6c69850855,openaccess-ai-collective/openhermes-2_5-dpo-no-robots
🟢,"<a target=""_blank"" href=""https://huggingface.co/TigerResearch/tigerbot-70b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TigerResearch/tigerbot-70b-base</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TigerResearch__tigerbot-70b-base"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.1,62.46,83.61,65.49,52.76,80.19,37.76,52.45,pretrained,LlamaForCausalLM,torch.float16,apache-2.0,68.95,11.0,True,8af85526293eb8625375f3f7a1bab69825176e48,TigerResearch/tigerbot-70b-base
🔶,"<a target=""_blank"" href=""https://huggingface.co/psmathur/model_007_v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">psmathur/model_007_v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_psmathur__model_007_v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",62.02,71.42,87.31,68.58,62.65,84.14,28.66,31.38,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,1.0,True,3d95e0f3598f7a76ab97cb2cc0e4aae957d77479,psmathur/model_007_v2
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/Airoboros-L2-70B-2.1-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/Airoboros-L2-70B-2.1-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__Airoboros-L2-70B-2.1-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.76,70.39,86.54,68.89,55.55,81.61,15.24,54.1,fine-tuned,LlamaForCausalLM,GPTQ,llama2,72.82,14.0,True,23ed580cb77ebaee49ea11eb4538fd3ab3795b76,TheBloke/Airoboros-L2-70B-2.1-GPTQ
🔶,"<a target=""_blank"" href=""https://huggingface.co/CausalLM/14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">CausalLM/14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_CausalLM__14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.62,56.66,79.08,65.86,47.75,74.9,58.61,48.46,fine-tuned,LlamaForCausalLM,torch.bfloat16,wtfpl,14.0,220.0,True,2576a37434e2e03804c841d36c669c8a34c729de,CausalLM/14B
🔶,"<a target=""_blank"" href=""https://huggingface.co/luffycodes/higgs-llama-vicuna-ep25-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">luffycodes/higgs-llama-vicuna-ep25-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_luffycodes__higgs-llama-vicuna-ep25-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.54,62.29,86.07,64.25,53.75,80.66,34.57,49.21,fine-tuned,LlamaForCausalLM,torch.bfloat16,llama2,68.72,1.0,True,1da59e150f1d0bae67f66400738a01d408a8c45d,luffycodes/higgs-llama-vicuna-ep25-70b
⭕,"<a target=""_blank"" href=""https://huggingface.co/maywell/Mini_Synatra_SFT"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">maywell/Mini_Synatra_SFT</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_maywell__Mini_Synatra_SFT"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.31,62.46,83.44,61.2,53.67,74.66,44.88,48.86,instruction-tuned,MistralForCausalLM,torch.float16,cc-by-sa-4.0,0.0,0.0,True,fc042f671dc0c94b21a6107eda75a6f9c8d44f2d,maywell/Mini_Synatra_SFT
⭕,"<a target=""_blank"" href=""https://huggingface.co/monology/openinstruct-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">monology/openinstruct-mistral-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_monology__openinstruct-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.22,59.73,82.77,60.55,48.76,79.56,50.49,46.71,instruction-tuned,MistralForCausalLM,torch.float16,apache-2.0,7.24,0.0,True,54f379bf7676ffd09b48b0ff607b7ae6c0a6f688,monology/openinstruct-mistral-7b
⭕,"<a target=""_blank"" href=""https://huggingface.co/chargoddard/MelangeC-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">chargoddard/MelangeC-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_chargoddard__MelangeC-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",61.22,71.67,87.6,70.37,58.13,83.98,0.0,56.81,instruction-tuned,LlamaForCausalLM,torch.float16,?,68.98,0.0,True,e54a2b924dec135f3fa2373933ab8485178cde1b,chargoddard/MelangeC-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Brillibits/Instruct_Llama70B_Dolly15k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Brillibits/Instruct_Llama70B_Dolly15k</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Brillibits__Instruct_Llama70B_Dolly15k"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.97,68.34,87.21,69.52,46.46,84.29,42.68,28.26,fine-tuned,LlamaForCausalLM,torch.bfloat16,llama2,68.72,0.0,True,45444ac60488594e0700e6c7313ff444b4468240,Brillibits/Instruct_Llama70B_Dolly15k
🔶,"<a target=""_blank"" href=""https://huggingface.co/VAGOsolutions/SauerkrautLM-7b-HerO"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">VAGOsolutions/SauerkrautLM-7b-HerO</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-7b-HerO"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.88,63.23,83.52,63.3,49.22,78.37,49.28,39.22,fine-tuned,MistralForCausalLM,torch.float16,apache-2.0,7.24,16.0,True,0aeb810af28e2910a92b929c21b931a5c06073de,VAGOsolutions/SauerkrautLM-7b-HerO
🔶,"<a target=""_blank"" href=""https://huggingface.co/Kiddyz/testllm-c2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Kiddyz/testllm-c2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Kiddyz__testllm-c2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.81,60.58,81.91,61.2,49.87,77.82,47.38,46.89,fine-tuned,MistralForCausalLM,torch.bfloat16,apache-2.0,0.0,0.0,True,b87c798bc27522824451dfccf5eae50edbd4263b,Kiddyz/testllm-c2
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-l2-70b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-l2-70b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-l2-70b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.78,68.52,87.89,70.41,49.79,83.5,24.72,40.63,fine-tuned,LlamaForCausalLM,torch.float16,other,68.72,12.0,True,f16526d9bb814dc10adc911f94e8c7a520beb5b6,jondurbin/airoboros-l2-70b-gpt4-2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/Azure99/blossom-v3-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Azure99/blossom-v3-mistral-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Azure99__blossom-v3-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.77,60.49,81.9,61.35,50.31,76.95,46.7,47.71,fine-tuned,MistralForCausalLM,torch.bfloat16,apache-2.0,7.0,0.0,True,ec6e84a662c801e248d3bb3a19529155de02bda0,Azure99/blossom-v3-mistral-7b
⭕,"<a target=""_blank"" href=""https://huggingface.co/elinas/chronos007-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">elinas/chronos007-70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_elinas__chronos007-70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.72,70.14,87.52,69.33,57.65,82.24,42.61,15.52,instruction-tuned,LlamaForCausalLM,torch.bfloat16,cc-by-nc-4.0,68.98,2.0,True,c775f87a56f00725de4263f8d527995d40f611c4,elinas/chronos007-70b
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-falcon-180b-v12-preview0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-falcon-180b-v12-preview0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-180b-v12-preview0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.54,62.29,83.8,55.92,53.05,82.08,41.24,45.41,fine-tuned,FalconForCausalLM,4bit,?,178.64,0.0,True,4f1aeb136860ee3216f23faec0c598014e5c40a6,OpenBuddy/openbuddy-falcon-180b-v12-preview0
🔶,"<a target=""_blank"" href=""https://huggingface.co/Faradaylab/ARIA-70B-V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Faradaylab/ARIA-70B-V3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Faradaylab__ARIA-70B-V3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.53,63.91,86.21,64.75,51.32,82.08,28.13,47.29,fine-tuned,LlamaForCausalLM,torch.float16,other,68.98,0.0,True,6e7fdcd20626786dd744ea86c664a3c088ced39f,Faradaylab/ARIA-70B-V3
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/Synthia-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/Synthia-70B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__Synthia-70B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.29,69.45,87.11,68.91,59.79,83.66,31.39,21.75,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,8.0,True,d63dfdd0baed756981f5f78f7419fd822c572362,migtissera/Synthia-70B
🔶,"<a target=""_blank"" href=""https://huggingface.co/Azure99/blossom-v3_1-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Azure99/blossom-v3_1-mistral-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Azure99__blossom-v3_1-mistral-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.22,60.49,81.71,61.0,49.51,75.53,46.93,46.36,fine-tuned,MistralForCausalLM,torch.bfloat16,apache-2.0,7.0,0.0,True,d84e28c169a93933829e10f314f1e3e674df9843,Azure99/blossom-v3_1-mistral-7b
?,"<a target=""_blank"" href=""https://huggingface.co/openaccess-ai-collective/grendel"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openaccess-ai-collective/grendel</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openaccess-ai-collective__grendel"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.12,60.49,79.99,58.98,52.68,75.3,28.73,64.7,,?,torch.bfloat16,?,0.0,0.0,False,9444ef27ab9cc263745f9b24ffd7e2da60d2283c,openaccess-ai-collective/grendel
🔶,"<a target=""_blank"" href=""https://huggingface.co/llm-agents/tora-70b-v1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">llm-agents/tora-70b-v1.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_llm-agents__tora-70b-v1.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.12,67.75,85.83,69.22,51.79,81.93,23.81,40.52,fine-tuned,LlamaForCausalLM,torch.float16,llama2,68.72,8.0,True,e95fd7daf017e7c414ec07ebef4ddf013c16f9a4,llm-agents/tora-70b-v1.0
🟢,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen-14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Qwen__Qwen-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.07,58.28,83.99,67.7,49.43,76.8,58.98,25.31,pretrained,QWenLMHeadModel,torch.float16,?,14.17,162.0,True,5eda9482e32a8ea7ed2dc47178f3b491eb207939,Qwen/Qwen-14B
🔶,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-l2-70b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-l2-70b-gpt4-2.0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-l2-70b-gpt4-2.0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",60.05,68.6,87.53,69.37,48.52,83.9,17.66,44.74,fine-tuned,LlamaForCausalLM,4bit,other,68.72,12.0,True,f16526d9bb814dc10adc911f94e8c7a520beb5b6,jondurbin/airoboros-l2-70b-gpt4-2.0
🔶,"<a target=""_blank"" href=""https://huggingface.co/oh-yeontaek/llama-2-70B-LoRA-assemble-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">oh-yeontaek/llama-2-70B-LoRA-assemble-v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_oh-yeontaek__llama-2-70B-LoRA-assemble-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",59.93,71.84,86.89,69.37,64.79,81.22,14.25,31.14,fine-tuned,LlamaForCausalLM,torch.float16,?,68.72,2.0,True,7feeb5b665ab1ecdfd9cc4fe45fadb86b7b91b5b,oh-yeontaek/llama-2-70B-LoRA-assemble-v2
🔶,"<a target=""_blank"" href=""https://huggingface.co/psmathur/test_42_70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">psmathur/test_42_70b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_psmathur__test_42_70b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",59.77,68.26,87.65,70.0,48.76,83.66,45.94,14.09,fine-tuned,LlamaForCausalLM,torch.float16,?,68.72,4.0,True,ca3789cd6b683e97dcd6a5f0367f90a63d7a4e7b,psmathur/test_42_70b
🟦,"<a target=""_blank"" href=""https://huggingface.co/maywell/PiVoT-0.1-early"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">maywell/PiVoT-0.1-early</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_maywell__PiVoT-0.1-early"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",59.75,62.46,82.97,61.02,62.89,73.72,44.43,30.78,RL-tuned,MistralForCausalLM,torch.bfloat16,cc-by-sa-4.0,7.24,0.0,True,6eeae58a1a292a1d7f989952a07aead6d5da3c69,maywell/PiVoT-0.1-early
