T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Type,Precision,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,model_name_for_query
🔶,"<a target=""_blank"" href=""https://huggingface.co/posicube/Llama2-chat-AYT-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">posicube/Llama2-chat-AYT-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_posicube__Llama2-chat-AYT-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.58,63.31,83.53,59.67,55.8,fine-tuned,torch.bfloat16,llama2,13.02,4,True,dd12dced8076a959c03b8b5c4a4266f234d6639a,posicube/Llama2-chat-AYT-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/posicube/Llama-chat-AY-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">posicube/Llama-chat-AY-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_posicube__Llama-chat-AY-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.5,62.8,83.23,60.01,55.95,fine-tuned,torch.float16,llama2,13.02,0,True,66037b5ee553f7b878d796d2b2d5ada5734cc164,posicube/Llama-chat-AY-13B
🔶,"<a target=""_blank"" href=""https://huggingface.co/Aeala/Alpaca-elina-65b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aeala/Alpaca-elina-65b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aeala__Alpaca-elina-65b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.44,65.27,85.75,63.42,47.32,fine-tuned,torch.float16,?,65.02,3,True,51ce30a69b3c3363c8cfcd6395bf1df974ba2977,Aeala/Alpaca-elina-65b
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/robin-65b-v2-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/robin-65b-v2-fp16</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__robin-65b-v2-fp16"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.34,61.95,84.6,62.51,52.31,fine-tuned,torch.float16,other,65.02,3,True,40edb31ba93045d673735361bc98f56125bbc77b,TheBloke/robin-65b-v2-fp16
?,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/gpt4-alpaca-lora-30b-HF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/gpt4-alpaca-lora-30b-HF</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__gpt4-alpaca-lora-30b-HF"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.33,64.85,85.72,58.51,52.24,,torch.float16,other,32.32,9,True,3c8007467a081dc72ae09b9d358416b056b38920,TheBloke/gpt4-alpaca-lora-30b-HF
🔶,"<a target=""_blank"" href=""https://huggingface.co/TheBloke/Llama-2-70B-chat-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">TheBloke/Llama-2-70B-chat-GPTQ</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_TheBloke__Llama-2-70B-chat-GPTQ"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.29,62.63,84.81,62.74,50.98,fine-tuned,None,other,9.1,180,True,054fbf6f65e7ab7691ec07ec9ad366acf2dd90bf,TheBloke/Llama-2-70B-chat-GPTQ
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenBuddy/openbuddy-falcon-180b-v12-preview0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenBuddy/openbuddy-falcon-180b-v12-preview0</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenBuddy__openbuddy-falcon-180b-v12-preview0"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.28,63.4,84.6,58.97,54.14,fine-tuned,8bit,?,178.64,0,True,4f1aeb136860ee3216f23faec0c598014e5c40a6,OpenBuddy/openbuddy-falcon-180b-v12-preview0
🔶,"<a target=""_blank"" href=""https://huggingface.co/Faradaylab/ARIA-70B-V2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Faradaylab/ARIA-70B-V2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Faradaylab__ARIA-70B-V2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.27,62.12,85.68,63.49,49.8,fine-tuned,torch.float16,other,68.72,0,True,2bf026af438d522268533484a85a3e54178e7809,Faradaylab/ARIA-70B-V2
🔶,"<a target=""_blank"" href=""https://huggingface.co/upstage/llama-30b-instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">upstage/llama-30b-instruct</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_upstage__llama-30b-instruct"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.21,62.46,86.23,59.37,52.78,fine-tuned,torch.float16,?,32.32,21,True,fea4312379557e8a1e8073965f560798de369edd,upstage/llama-30b-instruct
⭕,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/Luban-Marcoroni-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/Luban-Marcoroni-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__Luban-Marcoroni-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.21,63.65,82.92,58.7,55.55,instruction-tuned,torch.float16,cc-by-nc-4.0,13.02,0,True,bf152c36935acd67a9029c017f0c1ff2d7a92314,Weyaxi/Luban-Marcoroni-13B
⭕,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/Luban-Marcoroni-13B-v3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/Luban-Marcoroni-13B-v3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__Luban-Marcoroni-13B-v3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.21,63.74,82.88,58.64,55.56,instruction-tuned,torch.float16,cc-by-nc-4.0,13.02,0,True,9b68680ed8351ef8ef6948169e69a888af40002e,Weyaxi/Luban-Marcoroni-13B-v3
🔶,"<a target=""_blank"" href=""https://huggingface.co/OpenLemur/lemur-70b-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">OpenLemur/lemur-70b-v1</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_OpenLemur__lemur-70b-v1"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.17,64.33,85.72,65.85,44.78,fine-tuned,torch.float16,llama2,68.72,29,True,74432ae16ef50207fe17fb88b2f1c1d32ef3b481,OpenLemur/lemur-70b-v1
⭕,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/Luban-Marcoroni-13B-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/Luban-Marcoroni-13B-v2</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__Luban-Marcoroni-13B-v2"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.16,63.48,82.89,58.72,55.56,instruction-tuned,torch.float16,cc-by-nc-4.0,13.02,0,True,d7c704a08218dcc03963bc08e9113e281c056f53,Weyaxi/Luban-Marcoroni-13B-v2
?,"<a target=""_blank"" href=""https://huggingface.co/lmsys/vicuna-33b-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lmsys/vicuna-33b-v1.3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lmsys__vicuna-33b-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.12,62.12,83.0,59.22,56.16,,torch.float16,?,32.32,215,True,ef8d6becf883fb3ce52e3706885f761819477ab4,lmsys/vicuna-33b-v1.3
🔶,"<a target=""_blank"" href=""https://huggingface.co/ausboss/llama-30b-supercot"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ausboss/llama-30b-supercot</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ausboss__llama-30b-supercot"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.11,64.85,85.08,56.56,53.96,fine-tuned,torch.float16,?,32.32,123,True,dc9d81f454d286ea040c5cd45b058aecaa51c13e,ausboss/llama-30b-supercot
⭕,"<a target=""_blank"" href=""https://huggingface.co/Weyaxi/ChatAYT-Lora-Assamble-Marcoroni"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Weyaxi/ChatAYT-Lora-Assamble-Marcoroni</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Weyaxi__ChatAYT-Lora-Assamble-Marcoroni"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.09,62.46,83.05,58.72,56.12,instruction-tuned,torch.float16,?,13.02,0,True,51c9b600023cd26c4eb3754b9a89c60dde959ccc,Weyaxi/ChatAYT-Lora-Assamble-Marcoroni
🔶,"<a target=""_blank"" href=""https://huggingface.co/openaccess-ai-collective/jackalope-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">openaccess-ai-collective/jackalope-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_openaccess-ai-collective__jackalope-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.06,63.4,83.29,63.5,50.06,fine-tuned,torch.bfloat16,apache-2.0,7.0,0,False,5ba23522319a51d0af23b336a6a83c72ae3780e7,openaccess-ai-collective/jackalope-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/ai-business/Luban-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">ai-business/Luban-13B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_ai-business__Luban-13B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.03,63.05,82.8,58.73,55.53,fine-tuned,torch.float16,cc-by-nc-4.0,12.85,12,True,01b0f2046083dd8d9d8f9e626d78d83eaa1d57dd,ai-business/Luban-13B
?,"<a target=""_blank"" href=""https://huggingface.co/Henk717/airochronos-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Henk717/airochronos-33B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Henk717__airochronos-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",65.0,64.42,85.21,59.79,50.59,,torch.float16,other,32.53,6,True,06843c6693cc265dabb464c818a3d3713239721a,Henk717/airochronos-33B
?,"<a target=""_blank"" href=""https://huggingface.co/lmsys/vicuna-33b-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">lmsys/vicuna-33b-v1.3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_lmsys__vicuna-33b-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.99,61.6,83.06,59.21,56.09,,torch.bfloat16,?,32.32,215,True,ef8d6becf883fb3ce52e3706885f761819477ab4,lmsys/vicuna-33b-v1.3
🔶,"<a target=""_blank"" href=""https://huggingface.co/Sao10K/Zephyrus-L1-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Sao10K/Zephyrus-L1-33B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Sao10K__Zephyrus-L1-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.97,64.51,84.15,57.37,53.87,fine-tuned,torch.float16,other,32.53,2,True,679aae34440d576456b283070371b2a15dbb948b,Sao10K/Zephyrus-L1-33B
🔶,"<a target=""_blank"" href=""https://huggingface.co/Henk717/airochronos-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Henk717/airochronos-33B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Henk717__airochronos-33B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.96,64.25,85.2,59.83,50.56,fine-tuned,torch.bfloat16,other,32.53,6,True,06843c6693cc265dabb464c818a3d3713239721a,Henk717/airochronos-33B
?,"<a target=""_blank"" href=""https://huggingface.co/bavest/fin-llama-33b-merged"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">bavest/fin-llama-33b-merged</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_bavest__fin-llama-33b-merged"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.92,65.02,86.2,58.73,49.75,,torch.float16,gpl,32.32,10,True,17114520801da7b9599fe7a9fdf238915713a59b,bavest/fin-llama-33b-merged
🔶,"<a target=""_blank"" href=""https://huggingface.co/migtissera/SynthIA-7B-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">migtissera/SynthIA-7B-v1.3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_migtissera__SynthIA-7B-v1.3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.9,62.12,83.45,62.65,51.37,fine-tuned,torch.float16,apache-2.0,7.0,110,False,8e6d0b18be876e0ebfff47d6c4f33d776f189971,migtissera/SynthIA-7B-v1.3
⭕,"<a target=""_blank"" href=""https://huggingface.co/jondurbin/airoboros-33b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">jondurbin/airoboros-33b-gpt4-1.4</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_jondurbin__airoboros-33b-gpt4-1.4"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.89,64.42,85.13,59.53,50.47,instruction-tuned,torch.float16,cc-by-nc-4.0,32.32,11,True,04e1e194247a95cc60ba3cd70d026bc94c1f1764,jondurbin/airoboros-33b-gpt4-1.4
?,"<a target=""_blank"" href=""https://huggingface.co/Qwen/Qwen-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Qwen/Qwen-14B</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Qwen__Qwen-14B"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.85,58.28,83.99,67.7,49.43,,torch.bfloat16,?,14.17,142,False,5eda9482e32a8ea7ed2dc47178f3b491eb207939,Qwen/Qwen-14B
🔶,"<a target=""_blank"" href=""https://huggingface.co/YeungNLP/firefly-llama-30b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">YeungNLP/firefly-llama-30b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_YeungNLP__firefly-llama-30b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.83,64.25,83.64,58.23,53.2,fine-tuned,torch.float16,?,32.32,0,True,7f035eabd1d0e7b38ace395847a623f475d90da8,YeungNLP/firefly-llama-30b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Aspik101/30B-Lazarus-instruct-PL-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Aspik101/30B-Lazarus-instruct-PL-lora_unload</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Aspik101__30B-Lazarus-instruct-PL-lora_unload"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.82,62.8,84.13,56.87,55.49,fine-tuned,torch.float16,other,32.32,0,True,eeb29b35ceb6dd5c532f1e4e1235f1cdd3f51f23,Aspik101/30B-Lazarus-instruct-PL-lora_unload
🔶,"<a target=""_blank"" href=""https://huggingface.co/uukuguy/speechless-llama2-luban-orca-platypus-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">uukuguy/speechless-llama2-luban-orca-platypus-13b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_uukuguy__speechless-llama2-luban-orca-platypus-13b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.8,62.54,82.76,59.23,54.66,fine-tuned,torch.bfloat16,?,13.02,1,True,908cfb670611875b52045c4bab81cff53f0279a7,uukuguy/speechless-llama2-luban-orca-platypus-13b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Delcos/NATE-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Delcos/NATE-7b</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Delcos__NATE-7b"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.78,60.92,82.1,58.91,57.18,fine-tuned,torch.float16,llama2,7.0,0,True,dd844a22b3b1ec4ad1757ce1ce184b8c765ae4c9,Delcos/NATE-7b
🔶,"<a target=""_blank"" href=""https://huggingface.co/Sao10K/BrainDerp3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">Sao10K/BrainDerp3</a>  <a target=""_blank"" href=""https://huggingface.co/datasets/open-llm-leaderboard/details_Sao10K__BrainDerp3"" style=""color: var(--link-text-color); text-decoration: underline;text-decoration-style: dotted;"">📑</a>",64.78,60.92,82.1,58.91,57.18,fine-tuned,torch.float16,llama2,13.02,1,True,0b575b9245406cca92942ce2ababb5b868109bed,Sao10K/BrainDerp3
